EmployeeNumber,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EmployeeCount,Gender,HourlyRate,JobLevel,JobRole,MaritialStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobCategory,Education_Text,EnvironmentSat_Text,JobInvolvement_Text,JobSatisfaction_Text,PerformanceRating_Text,RelationshipSat_Text,WorkLifeBalance_Text
1092,40,No,Travel_Rarely,1492,Research & Development,20,Technical Degree,1,Male,61,3,Healthcare Representative,Married,10322,26542,4,Y,No,20,80,1,14,6,11,10,11,1,Tech,Master,Low,High,Very High,Outstandingß,Very High,Better
1094,27,No,Non-Travel,1277,Research & Development,8,Life Sciences,1,Male,87,1,Laboratory Technician,Married,4621,5869,1,Y,No,19,80,3,3,4,3,2,1,2,Tech,Doctor,Low,Low,High,Excellent,Very High,Better
1097,28,No,Travel_Rarely,857,Research & Development,10,Other,1,Female,59,2,Research Scientist,Single,3660,7909,3,Y,No,13,80,0,10,4,8,7,1,7,Tech,Bachelor,High,High,High,Excellent,Very High,Bestß
1099,33,No,Travel_Rarely,654,Research & Development,5,Life Sciences,1,Male,34,3,Healthcare Representative,Divorced,7119,21214,4,Y,No,15,80,1,9,2,3,2,1,2,Tech,Bachelor,Very High,Medium,Very High,Excellent,High,Better
1101,33,Yes,Travel_Frequently,827,Research & Development,29,Medical,1,Female,54,2,Research Scientist,Single,4508,3129,1,Y,No,22,80,0,14,4,13,7,3,8,Tech,Master,Low,Medium,High,Outstandingß,Medium,Better
1102,28,No,Travel_Rarely,895,Research & Development,15,Life Sciences,1,Male,50,1,Laboratory Technician,Divorced,2207,22482,1,Y,No,16,80,1,4,5,4,2,2,2,Tech,College,Low,High,High,Excellent,Very High,Good
1103,34,No,Travel_Frequently,618,Research & Development,3,Life Sciences,1,Male,45,2,Healthcare Representative,Single,7756,22266,0,Y,No,17,80,0,7,1,6,2,0,4,Tech,Below College,Low,High,Very High,Excellent,High,Good
1106,25,Yes,Travel_Rarely,1219,Research & Development,4,Technical Degree,1,Male,32,1,Laboratory Technician,Married,3691,4605,1,Y,Yes,15,80,1,7,3,7,7,5,6,Tech,Below College,Very High,High,Very High,Excellent,Medium,Bestß
1107,26,Yes,Travel_Rarely,1330,Research & Development,21,Medical,1,Male,37,1,Laboratory Technician,Divorced,2377,19373,1,Y,No,20,80,1,1,0,1,1,0,0,Tech,Bachelor,Low,High,High,Outstandingß,High,Good
1108,33,Yes,Travel_Rarely,1017,Research & Development,25,Medical,1,Male,55,1,Research Scientist,Single,2313,2993,4,Y,Yes,20,80,0,5,0,2,2,2,2,Tech,Bachelor,Low,Medium,Medium,Outstandingß,Medium,Better
1111,28,Yes,Travel_Frequently,1009,Research & Development,1,Medical,1,Male,45,1,Laboratory Technician,Divorced,2596,7160,1,Y,No,15,80,2,1,2,1,0,0,0,Tech,Bachelor,Low,Medium,Medium,Excellent,Low,Better
1115,34,No,Non-Travel,697,Research & Development,3,Life Sciences,1,Male,40,1,Research Scientist,Married,2979,22478,3,Y,No,17,80,3,6,2,0,0,0,0,Tech,Master,High,Medium,Very High,Excellent,Very High,Better
1118,52,No,Travel_Rarely,994,Research & Development,7,Life Sciences,1,Male,87,3,Healthcare Representative,Single,10445,15322,7,Y,No,19,80,0,18,4,8,6,4,0,Tech,Master,Medium,High,Medium,Excellent,Very High,Better
1120,29,No,Travel_Rarely,1107,Research & Development,28,Life Sciences,1,Female,93,1,Research Scientist,Divorced,2514,26968,4,Y,No,22,80,1,11,1,7,5,1,7,Tech,Master,High,High,Very High,Outstandingß,Low,Better
1127,39,Yes,Travel_Frequently,203,Research & Development,2,Life Sciences,1,Male,84,4,Healthcare Representative,Divorced,12169,13547,7,Y,No,11,80,3,21,4,18,7,11,5,Tech,Bachelor,Low,High,Very High,Excellent,Very High,Better
1131,21,No,Travel_Rarely,984,Research & Development,1,Technical Degree,1,Female,70,1,Research Scientist,Single,2070,25326,1,Y,Yes,11,80,0,2,6,2,2,2,2,Tech,Below College,Very High,Medium,Medium,Excellent,High,Bestß
1132,39,No,Non-Travel,439,Research & Development,9,Life Sciences,1,Male,70,2,Laboratory Technician,Single,6782,8770,9,Y,No,15,80,0,9,2,5,4,0,3,Tech,Bachelor,High,High,Medium,Excellent,High,Good
1136,28,No,Travel_Rarely,1451,Research & Development,2,Life Sciences,1,Male,67,1,Research Scientist,Married,3201,19911,0,Y,No,17,80,0,6,2,5,3,0,4,Tech,Below College,Low,Medium,Medium,Excellent,Low,Bad
1143,29,No,Travel_Frequently,490,Research & Development,10,Life Sciences,1,Female,61,1,Research Scientist,Divorced,3291,17940,0,Y,No,14,80,2,8,2,7,5,1,1,Tech,Bachelor,Very High,High,Medium,Excellent,Very High,Good
1148,42,No,Travel_Rarely,188,Research & Development,29,Medical,1,Male,56,2,Laboratory Technician,Single,4272,9558,4,Y,No,19,80,0,16,3,1,0,0,0,Tech,Bachelor,Medium,Low,Very High,Excellent,Low,Better
1154,28,No,Travel_Frequently,773,Research & Development,6,Life Sciences,1,Male,39,1,Research Scientist,Divorced,2703,22088,1,Y,Yes,14,80,1,3,2,3,1,0,2,Tech,Bachelor,High,Medium,High,Excellent,Very High,Better
1156,18,Yes,Non-Travel,247,Research & Development,8,Medical,1,Male,80,1,Laboratory Technician,Single,1904,13556,1,Y,No,12,80,0,0,0,0,0,0,0,Tech,Below College,High,High,High,Excellent,Very High,Better
1158,41,No,Travel_Rarely,167,Research & Development,12,Life Sciences,1,Male,46,1,Laboratory Technician,Married,4766,9051,3,Y,Yes,11,80,1,6,4,1,0,0,0,Tech,Master,Medium,High,Very High,Excellent,Low,Better
1160,31,Yes,Travel_Frequently,874,Research & Development,15,Medical,1,Male,72,1,Laboratory Technician,Married,2610,6233,1,Y,No,12,80,1,2,5,2,2,2,2,Tech,Bachelor,High,High,High,Excellent,High,Good
1161,37,No,Travel_Rarely,367,Research & Development,25,Medical,1,Female,52,2,Healthcare Representative,Divorced,5731,17171,7,Y,No,13,80,2,9,2,6,2,1,3,Tech,College,High,Medium,Very High,Excellent,High,Better
1162,27,No,Travel_Rarely,199,Research & Development,6,Life Sciences,1,Male,55,1,Research Scientist,Married,2539,7950,1,Y,No,13,80,1,4,0,4,2,2,2,Tech,Bachelor,Very High,Medium,High,Excellent,High,Better
1172,35,No,Travel_Rarely,982,Research & Development,1,Medical,1,Male,58,1,Laboratory Technician,Married,2258,16340,6,Y,No,12,80,1,10,2,8,0,1,7,Tech,Master,Very High,Medium,High,Excellent,Medium,Better
1173,24,No,Travel_Rarely,477,Research & Development,24,Medical,1,Male,49,1,Laboratory Technician,Single,3597,6409,8,Y,No,22,80,0,6,2,4,3,1,2,Tech,Bachelor,Very High,High,Medium,Outstandingß,Very High,Better
1175,28,Yes,Travel_Rarely,1485,Research & Development,12,Life Sciences,1,Female,79,1,Laboratory Technician,Married,2515,22955,1,Y,Yes,11,80,0,1,4,1,1,0,0,Tech,Below College,High,High,Very High,Excellent,Very High,Good
1177,26,No,Travel_Rarely,1384,Research & Development,3,Medical,1,Male,82,1,Laboratory Technician,Married,4420,13421,1,Y,No,22,80,1,8,2,8,7,0,7,Tech,Master,Low,Very High,Very High,Outstandingß,Medium,Better
1180,40,No,Travel_Frequently,902,Research & Development,26,Medical,1,Female,92,2,Research Scientist,Married,4422,21203,3,Y,Yes,13,80,1,16,3,1,1,0,0,Tech,College,High,Medium,Very High,Excellent,Very High,Bad
1184,34,No,Travel_Frequently,669,Research & Development,1,Medical,1,Male,97,2,Healthcare Representative,Single,5343,25755,0,Y,No,20,80,0,14,3,13,9,4,9,Tech,Bachelor,Very High,Medium,Low,Outstandingß,High,Better
1185,35,No,Travel_Frequently,636,Research & Development,4,Other,1,Male,47,1,Laboratory Technician,Married,2376,26537,1,Y,No,13,80,1,2,2,2,2,2,2,Tech,Master,Very High,Medium,Very High,Excellent,Medium,Bestß
1192,29,No,Travel_Rarely,1401,Research & Development,6,Medical,1,Female,54,1,Laboratory Technician,Married,3131,26342,1,Y,No,13,80,1,10,5,10,8,0,8,Tech,Below College,Medium,High,Very High,Excellent,Low,Better
1193,19,No,Travel_Rarely,645,Research & Development,9,Life Sciences,1,Male,54,1,Research Scientist,Single,2552,7172,1,Y,No,25,80,0,1,4,1,1,0,0,Tech,College,High,High,Low,Outstandingß,High,Better
1195,45,No,Travel_Rarely,1457,Research & Development,7,Medical,1,Female,83,1,Research Scientist,Married,4477,20100,4,Y,Yes,19,80,1,7,2,3,2,0,2,Tech,Bachelor,Low,High,High,Excellent,High,Good
1198,20,No,Travel_Rarely,805,Research & Development,3,Life Sciences,1,Male,87,1,Laboratory Technician,Single,3033,12828,1,Y,No,12,80,0,2,2,2,2,1,2,Tech,Bachelor,Low,Medium,High,Excellent,Low,Good
1200,44,Yes,Travel_Rarely,1097,Research & Development,10,Life Sciences,1,Male,96,1,Research Scientist,Single,2936,10826,1,Y,Yes,11,80,0,6,4,6,4,0,2,Tech,Master,High,High,High,Excellent,High,Better
1202,29,No,Travel_Rarely,942,Research & Development,15,Life Sciences,1,Female,69,1,Research Scientist,Married,2168,26933,0,Y,Yes,18,80,1,6,2,5,4,1,3,Tech,Below College,Medium,Low,Very High,Excellent,Low,Good
1203,22,Yes,Travel_Frequently,1256,Research & Development,3,Life Sciences,1,Male,48,1,Research Scientist,Married,2853,4223,0,Y,Yes,11,80,1,1,5,0,0,0,0,Tech,Master,High,Medium,Very High,Excellent,Medium,Better
1206,44,No,Non-Travel,111,Research & Development,17,Life Sciences,1,Male,74,1,Research Scientist,Single,2290,4279,2,Y,No,13,80,0,6,3,0,0,0,0,Tech,Bachelor,Very High,Low,High,Excellent,Very High,Better
1210,41,Yes,Non-Travel,906,Research & Development,5,Life Sciences,1,Male,95,1,Research Scientist,Divorced,2107,20293,6,Y,No,17,80,1,5,2,1,0,0,0,Tech,College,Low,Medium,Low,Excellent,Low,Bad
1216,28,No,Travel_Rarely,1179,Research & Development,19,Medical,1,Male,78,1,Laboratory Technician,Married,3196,12449,1,Y,No,12,80,3,6,2,6,5,3,3,Tech,Master,Very High,Medium,Low,Excellent,High,Better
1219,24,Yes,Travel_Rarely,984,Research & Development,17,Life Sciences,1,Female,97,1,Laboratory Technician,Married,2210,3372,1,Y,No,13,80,1,1,3,1,0,0,0,Tech,College,Very High,High,Medium,Excellent,Low,Bad
1221,36,No,Travel_Rarely,917,Research & Development,6,Life Sciences,1,Male,60,1,Laboratory Technician,Divorced,2741,6865,1,Y,No,14,80,1,7,4,7,7,1,7,Tech,Master,High,Low,High,Excellent,High,Better
1224,30,No,Travel_Rarely,853,Research & Development,7,Life Sciences,1,Male,49,2,Laboratory Technician,Divorced,3491,11309,1,Y,No,13,80,3,10,4,10,7,8,9,Tech,Master,High,High,High,Excellent,Low,Good
1225,44,No,Travel_Rarely,200,Research & Development,29,Other,1,Male,32,2,Research Scientist,Single,4541,7744,1,Y,No,25,80,0,20,3,20,11,13,17,Tech,Master,Very High,High,Very High,Outstandingß,Medium,Better
1234,32,No,Travel_Frequently,116,Research & Development,13,Other,1,Female,77,1,Laboratory Technician,Married,2743,7331,1,Y,No,20,80,1,2,2,2,2,2,2,Tech,Bachelor,High,Medium,Medium,Outstandingß,High,Better
1235,32,No,Travel_Frequently,1316,Research & Development,2,Life Sciences,1,Female,38,2,Research Scientist,Single,4998,2338,4,Y,Yes,14,80,0,10,2,8,7,0,7,Tech,College,Very High,High,High,Excellent,Very High,Better
1238,33,No,Travel_Rarely,117,Research & Development,9,Medical,1,Male,60,1,Research Scientist,Married,2781,6311,0,Y,No,13,80,1,15,5,14,10,4,10,Tech,Bachelor,Low,High,Very High,Excellent,Medium,Better
1241,30,No,Travel_Rarely,1465,Research & Development,1,Medical,1,Male,63,1,Research Scientist,Married,3579,9369,0,Y,Yes,21,80,1,12,2,11,9,5,7,Tech,Bachelor,Very High,High,Medium,Outstandingß,Low,Better
1244,27,No,Travel_Rarely,1103,Research & Development,14,Life Sciences,1,Male,42,1,Research Scientist,Married,2235,14377,1,Y,Yes,14,80,2,9,3,9,7,6,8,Tech,Bachelor,Low,High,Low,Excellent,Very High,Good
1246,44,No,Travel_Rarely,1117,Research & Development,2,Life Sciences,1,Female,72,1,Research Scientist,Married,2011,19982,1,Y,No,13,80,1,10,5,10,5,7,7,Tech,Below College,Low,Very High,Very High,Excellent,Very High,Better
1248,19,Yes,Non-Travel,504,Research & Development,10,Medical,1,Female,96,1,Research Scientist,Single,1859,6148,1,Y,Yes,25,80,0,1,2,1,1,0,0,Tech,Bachelor,Low,Medium,Medium,Outstandingß,Medium,Bestß
1249,29,No,Travel_Rarely,1010,Research & Development,1,Life Sciences,1,Female,97,1,Research Scientist,Divorced,3760,5598,1,Y,No,15,80,3,3,5,3,2,1,2,Tech,Bachelor,Low,High,Very High,Excellent,Low,Better
1251,31,No,Travel_Rarely,1332,Research & Development,11,Medical,1,Male,80,2,Healthcare Representative,Married,6833,17089,1,Y,Yes,12,80,0,6,2,6,5,0,1,Tech,College,High,High,Low,Excellent,Very High,Good
1252,31,No,Travel_Rarely,1062,Research & Development,24,Medical,1,Female,96,2,Healthcare Representative,Single,6812,17198,1,Y,No,19,80,0,10,2,10,9,1,8,Tech,Bachelor,High,Medium,Low,Excellent,Medium,Better
1257,36,No,Travel_Frequently,469,Research & Development,3,Technical Degree,1,Male,46,1,Research Scientist,Married,3692,9256,1,Y,No,12,80,0,12,2,11,10,0,7,Tech,Bachelor,High,High,Medium,Excellent,High,Good
1258,48,No,Travel_Rarely,969,Research & Development,2,Technical Degree,1,Male,76,1,Laboratory Technician,Single,2559,16620,5,Y,No,11,80,0,7,4,1,0,0,0,Tech,College,Very High,Very High,Medium,Excellent,High,Good
1259,27,No,Travel_Rarely,1167,Research & Development,4,Life Sciences,1,Male,76,1,Research Scientist,Divorced,2517,3208,1,Y,No,11,80,3,5,2,5,3,0,3,Tech,College,Low,High,High,Excellent,Medium,Better
1260,29,No,Travel_Rarely,1329,Research & Development,7,Life Sciences,1,Male,82,2,Healthcare Representative,Divorced,6623,4204,1,Y,Yes,11,80,2,6,2,6,0,1,0,Tech,Bachelor,High,High,Very High,Excellent,Medium,Better
1265,34,No,Travel_Rarely,1320,Research & Development,20,Technical Degree,1,Female,89,1,Research Scientist,Married,2585,21643,0,Y,No,17,80,0,2,5,1,0,0,0,Tech,Bachelor,High,Very High,High,Excellent,Very High,Good
1269,19,No,Travel_Rarely,265,Research & Development,25,Life Sciences,1,Female,57,1,Research Scientist,Single,2994,21221,1,Y,Yes,12,80,0,1,2,1,0,0,1,Tech,Bachelor,Medium,Very High,Very High,Excellent,Very High,Better
1270,23,No,Travel_Rarely,373,Research & Development,1,Life Sciences,1,Male,47,1,Research Scientist,Married,1223,16901,1,Y,No,22,80,1,1,2,1,0,0,1,Tech,College,Very High,High,High,Outstandingß,Very High,Better
1275,26,No,Travel_Rarely,583,Research & Development,4,Life Sciences,1,Male,53,1,Research Scientist,Single,2875,9973,1,Y,Yes,20,80,0,8,2,8,5,2,2,Tech,College,High,High,Very High,Outstandingß,Medium,Good
1278,55,No,Non-Travel,177,Research & Development,8,Medical,1,Male,37,4,Healthcare Representative,Divorced,13577,25592,1,Y,Yes,15,80,1,34,3,33,9,15,0,Tech,Below College,Very High,Medium,Medium,Excellent,Very High,Better
1279,21,Yes,Travel_Frequently,251,Research & Development,10,Life Sciences,1,Female,45,1,Laboratory Technician,Single,2625,25308,1,Y,No,20,80,0,2,2,2,2,2,2,Tech,College,Low,Medium,High,Outstandingß,High,Bad
1285,34,No,Travel_Frequently,135,Research & Development,19,Medical,1,Female,46,2,Laboratory Technician,Divorced,4444,22534,4,Y,No,13,80,2,15,2,11,8,5,10,Tech,Bachelor,High,High,Medium,Excellent,High,Bestß
1286,28,No,Travel_Frequently,791,Research & Development,1,Medical,1,Male,44,1,Laboratory Technician,Single,2154,6842,0,Y,Yes,11,80,0,5,2,4,2,0,2,Tech,Master,Very High,High,High,Excellent,High,Good
1291,35,No,Travel_Rarely,735,Research & Development,6,Life Sciences,1,Male,66,1,Research Scientist,Married,3506,6020,0,Y,Yes,14,80,0,4,3,3,2,2,2,Tech,Below College,High,High,High,Excellent,Very High,Better
1292,42,No,Travel_Rarely,603,Research & Development,7,Medical,1,Female,78,2,Research Scientist,Married,2372,5628,6,Y,Yes,16,80,0,18,2,1,0,0,0,Tech,Master,Medium,Very High,Medium,Excellent,Very High,Better
1295,44,Yes,Travel_Rarely,621,Research & Development,15,Medical,1,Female,73,3,Healthcare Representative,Married,7978,14075,1,Y,No,11,80,1,10,2,10,7,0,5,Tech,Bachelor,Low,High,Very High,Excellent,Very High,Better
1296,28,No,Travel_Frequently,193,Research & Development,2,Life Sciences,1,Male,52,1,Laboratory Technician,Married,3867,14222,1,Y,Yes,12,80,1,2,2,2,2,2,2,Tech,Bachelor,Very High,Medium,Very High,Excellent,Medium,Better
1297,51,No,Travel_Frequently,968,Research & Development,6,Medical,1,Female,40,1,Laboratory Technician,Single,2838,4257,0,Y,No,14,80,0,8,6,7,0,7,7,Tech,College,Medium,Medium,High,Excellent,Medium,Good
1299,29,Yes,Travel_Rarely,806,Research & Development,7,Technical Degree,1,Female,39,1,Laboratory Technician,Divorced,3339,17285,3,Y,Yes,13,80,2,10,2,7,7,7,7,Tech,Bachelor,Medium,High,High,Excellent,Low,Better
1301,28,No,Travel_Rarely,640,Research & Development,1,Technical Degree,1,Male,84,1,Research Scientist,Single,2080,4732,2,Y,No,11,80,0,5,2,3,2,1,2,Tech,Bachelor,Very High,High,Low,Excellent,Medium,Good
1303,25,No,Travel_Rarely,266,Research & Development,1,Medical,1,Female,40,1,Research Scientist,Single,2096,18830,1,Y,No,18,80,0,2,3,2,2,2,1,Tech,Bachelor,Very High,High,Medium,Excellent,Very High,Good
1308,58,No,Travel_Rarely,848,Research & Development,23,Life Sciences,1,Male,88,1,Research Scientist,Divorced,2372,26076,1,Y,No,12,80,2,2,3,2,2,2,2,Tech,Master,Low,High,High,Excellent,Very High,Better
1309,32,Yes,Travel_Rarely,1089,Research & Development,7,Life Sciences,1,Male,79,2,Laboratory Technician,Married,4883,22845,1,Y,No,18,80,1,10,3,10,4,1,1,Tech,College,Very High,High,High,Excellent,Low,Better
1310,39,Yes,Travel_Rarely,360,Research & Development,23,Medical,1,Male,93,1,Research Scientist,Single,3904,22154,0,Y,No,13,80,0,6,2,5,2,0,3,Tech,Bachelor,High,High,Low,Excellent,Low,Better
1311,30,No,Travel_Rarely,1138,Research & Development,6,Technical Degree,1,Female,48,2,Laboratory Technician,Married,4627,23631,0,Y,No,12,80,1,10,6,9,2,6,7,Tech,Bachelor,Low,Medium,Very High,Excellent,Low,Better
1312,36,No,Travel_Rarely,325,Research & Development,10,Technical Degree,1,Female,63,3,Healthcare Representative,Married,7094,5747,3,Y,No,12,80,0,10,0,7,7,1,7,Tech,Master,Very High,High,High,Excellent,Low,Better
1315,28,No,Non-Travel,1476,Research & Development,1,Life Sciences,1,Female,55,2,Laboratory Technician,Married,6674,16392,0,Y,No,11,80,3,10,6,9,8,7,5,Tech,Bachelor,High,Low,Very High,Excellent,Low,Better
1333,44,Yes,Travel_Rarely,935,Research & Development,3,Life Sciences,1,Male,89,1,Laboratory Technician,Married,2362,14669,4,Y,No,12,80,0,10,4,3,2,1,2,Tech,Bachelor,Low,High,Low,Excellent,High,Bestß
1340,40,No,Non-Travel,458,Research & Development,16,Life Sciences,1,Male,74,1,Research Scientist,Divorced,3544,8532,9,Y,No,16,80,1,6,0,4,2,0,0,Tech,College,High,High,High,Excellent,Medium,Better
1344,34,No,Travel_Rarely,943,Research & Development,9,Life Sciences,1,Male,86,3,Healthcare Representative,Divorced,8500,5494,0,Y,No,11,80,1,10,0,9,7,1,6,Tech,Bachelor,Very High,High,Very High,Excellent,Very High,Good
1346,40,No,Travel_Rarely,523,Research & Development,2,Life Sciences,1,Male,98,2,Research Scientist,Single,4661,22455,1,Y,No,13,80,0,9,4,9,8,8,8,Tech,Bachelor,High,High,Very High,Excellent,High,Better
1350,35,No,Travel_Frequently,482,Research & Development,4,Life Sciences,1,Male,87,2,Research Scientist,Single,4249,2690,1,Y,Yes,11,80,0,9,3,9,6,1,1,Tech,Master,High,High,High,Excellent,Medium,Better
1358,25,No,Travel_Rarely,882,Research & Development,19,Medical,1,Male,67,1,Laboratory Technician,Married,3669,9075,3,Y,No,11,80,3,7,6,3,2,1,2,Tech,Below College,Very High,High,Very High,Excellent,High,Good
1361,40,No,Travel_Rarely,329,Research & Development,1,Life Sciences,1,Male,88,1,Laboratory Technician,Married,2387,6762,3,Y,No,22,80,1,7,3,4,2,0,3,Tech,Master,Medium,High,Medium,Outstandingß,High,Better
1368,18,No,Non-Travel,1124,Research & Development,1,Life Sciences,1,Female,97,1,Laboratory Technician,Single,1611,19305,1,Y,No,15,80,0,0,5,0,0,0,0,Tech,Bachelor,Very High,High,Very High,Excellent,High,Bestß
1369,35,No,Travel_Rarely,817,Research & Development,1,Medical,1,Female,60,2,Laboratory Technician,Married,5363,10846,0,Y,No,12,80,1,10,0,9,7,0,0,Tech,Bachelor,Very High,Medium,Very High,Excellent,Medium,Better
1374,34,No,Non-Travel,999,Research & Development,26,Technical Degree,1,Female,92,1,Research Scientist,Divorced,2029,15891,1,Y,No,20,80,3,5,2,5,4,0,0,Tech,Below College,Low,Medium,High,Outstandingß,High,Better
1375,40,No,Travel_Rarely,1202,Research & Development,2,Medical,1,Female,89,2,Healthcare Representative,Divorced,6377,13888,5,Y,No,20,80,3,15,0,12,11,11,8,Tech,Below College,Medium,Very High,High,Outstandingß,Medium,Better
1377,34,No,Travel_Rarely,285,Research & Development,29,Medical,1,Male,86,2,Laboratory Technician,Married,5429,17491,4,Y,No,13,80,2,10,1,8,7,7,7,Tech,Bachelor,Medium,High,High,Excellent,Low,Better
1382,38,No,Travel_Frequently,693,Research & Development,7,Life Sciences,1,Male,57,1,Research Scientist,Divorced,2610,15748,1,Y,No,11,80,3,4,2,4,2,0,3,Tech,Bachelor,Very High,Very High,High,Excellent,Very High,Better
1383,34,No,Travel_Rarely,404,Research & Development,2,Technical Degree,1,Female,98,2,Healthcare Representative,Single,6687,6163,1,Y,No,11,80,0,14,2,14,11,4,11,Tech,Master,High,High,Very High,Excellent,Very High,Bestß
1392,41,No,Travel_Frequently,1200,Research & Development,22,Life Sciences,1,Female,75,2,Research Scientist,Divorced,5467,13953,3,Y,Yes,14,80,2,12,4,6,2,3,3,Tech,Bachelor,Very High,High,Very High,Excellent,Low,Good
1394,37,No,Travel_Rarely,1439,Research & Development,4,Life Sciences,1,Male,54,1,Research Scientist,Married,2996,5182,7,Y,Yes,15,80,0,8,2,6,4,1,3,Tech,Below College,High,High,High,Excellent,Very High,Better
1397,39,No,Non-Travel,1485,Research & Development,25,Life Sciences,1,Male,71,3,Healthcare Representative,Married,10920,3449,3,Y,No,21,80,1,13,2,6,4,0,5,Tech,College,High,High,High,Outstandingß,Medium,Better
1402,43,No,Travel_Rarely,930,Research & Development,6,Medical,1,Female,73,2,Research Scientist,Single,4081,20003,1,Y,Yes,14,80,0,20,3,20,7,1,8,Tech,Bachelor,Low,Medium,High,Excellent,Low,Bad
1405,27,Yes,Travel_Rarely,135,Research & Development,17,Life Sciences,1,Female,51,1,Research Scientist,Single,2394,25681,1,Y,Yes,13,80,0,8,2,8,2,7,7,Tech,Master,Very High,High,High,Excellent,Very High,Better
1407,26,No,Travel_Rarely,683,Research & Development,2,Medical,1,Male,36,1,Research Scientist,Single,3904,4050,0,Y,No,12,80,0,5,2,4,3,1,1,Tech,Below College,Low,Medium,Very High,Excellent,Very High,Better
1409,52,No,Travel_Rarely,258,Research & Development,8,Other,1,Female,54,1,Laboratory Technician,Married,2950,17363,9,Y,No,13,80,0,12,2,5,4,0,4,Tech,Master,High,High,Low,Excellent,High,Bad
1411,37,No,Travel_Rarely,1462,Research & Development,11,Medical,1,Female,94,1,Laboratory Technician,Single,3629,19106,4,Y,No,18,80,0,8,6,3,2,0,2,Tech,Bachelor,Low,High,High,Excellent,Low,Better
1415,25,No,Travel_Rarely,949,Research & Development,1,Technical Degree,1,Male,81,1,Laboratory Technician,Married,3229,4910,4,Y,No,11,80,1,7,2,3,2,0,2,Tech,Bachelor,Low,High,Very High,Excellent,Medium,Good
1417,26,No,Travel_Rarely,652,Research & Development,7,Other,1,Male,100,1,Laboratory Technician,Single,3578,23577,0,Y,No,12,80,0,8,2,7,7,0,7,Tech,Bachelor,High,Very High,Low,Excellent,Very High,Better
1420,49,Yes,Travel_Frequently,1475,Research & Development,28,Life Sciences,1,Male,97,2,Laboratory Technician,Single,4284,22710,3,Y,No,20,80,0,20,2,4,3,1,3,Tech,College,Low,Medium,Low,Outstandingß,Low,Better
1421,29,Yes,Travel_Frequently,337,Research & Development,14,Other,1,Female,84,3,Healthcare Representative,Single,7553,22930,0,Y,Yes,12,80,0,9,1,8,7,7,7,Tech,Below College,High,High,Very High,Excellent,Low,Better
1431,34,No,Travel_Frequently,560,Research & Development,1,Other,1,Male,91,1,Research Scientist,Divorced,2996,20284,5,Y,No,14,80,2,10,2,4,3,1,3,Tech,Master,Very High,High,Low,Excellent,High,Better
1433,31,Yes,Travel_Rarely,202,Research & Development,8,Life Sciences,1,Female,34,1,Research Scientist,Single,1261,22262,1,Y,No,12,80,0,1,3,1,0,0,0,Tech,Bachelor,Low,Medium,Medium,Excellent,High,Bestß
1434,27,No,Travel_Rarely,1377,Research & Development,11,Life Sciences,1,Male,91,1,Laboratory Technician,Married,2099,7679,0,Y,No,14,80,0,6,3,5,0,1,4,Tech,Below College,Medium,High,Low,Excellent,Medium,Bestß
1435,36,No,Travel_Rarely,172,Research & Development,4,Life Sciences,1,Male,37,2,Laboratory Technician,Single,5810,22604,1,Y,No,16,80,0,10,2,10,4,1,8,Tech,Master,Low,Medium,Very High,Excellent,High,Good
1438,47,No,Travel_Rarely,465,Research & Development,1,Technical Degree,1,Male,74,1,Research Scientist,Married,3420,10205,7,Y,No,12,80,1,17,2,6,5,1,2,Tech,Bachelor,Low,High,Very High,Excellent,High,Good
1440,37,No,Non-Travel,1413,Research & Development,5,Technical Degree,1,Male,84,1,Laboratory Technician,Single,3500,25470,0,Y,No,14,80,0,7,2,6,5,1,3,Tech,College,High,Very High,High,Excellent,Low,Bad
1441,56,No,Travel_Rarely,1255,Research & Development,1,Life Sciences,1,Female,90,1,Research Scientist,Married,2066,10494,2,Y,No,22,80,1,5,3,3,2,1,0,Tech,College,Low,High,Low,Outstandingß,Very High,Bestß
1447,34,No,Travel_Rarely,401,Research & Development,1,Life Sciences,1,Female,86,1,Laboratory Technician,Married,3294,3708,5,Y,No,17,80,1,7,2,5,4,0,2,Tech,Bachelor,Very High,Medium,Medium,Excellent,Low,Good
1448,41,No,Travel_Rarely,1283,Research & Development,5,Medical,1,Male,90,1,Research Scientist,Married,2127,5561,2,Y,Yes,12,80,0,7,5,4,2,0,3,Tech,Doctor,Medium,Very High,High,Excellent,Low,Good
1449,40,No,Non-Travel,663,Research & Development,9,Other,1,Male,81,2,Laboratory Technician,Divorced,3975,23099,3,Y,No,11,80,2,11,2,8,7,0,7,Tech,Master,High,High,High,Excellent,High,Bestß
1458,39,Yes,Non-Travel,592,Research & Development,2,Life Sciences,1,Female,54,1,Laboratory Technician,Single,3646,17181,2,Y,Yes,23,80,0,11,2,1,0,0,0,Tech,Bachelor,Low,Medium,Low,Outstandingß,Medium,Bestß
