EmployeeNumber,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritialStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1234,32,No,Travel_Frequently,116,Research & Development,13,Bachelor,Other,High,Female,77,Medium,1,Laboratory Technician,Medium,Married,2743,7331,1,No,20,Outstanding,3,1,2,2,Better,2,2,2,2
1235,32,No,Travel_Frequently,1316,Research & Development,2,College,Life Sciences,Very High,Female,38,High,2,Research Scientist,High,Single,4998,2338,4,Yes,14,Excellent,4,0,10,2,Better,8,7,0,7
1238,33,No,Travel_Rarely,117,Research & Development,9,Bachelor,Medical,Low,Male,60,High,1,Research Scientist,Very High,Married,2781,6311,0,No,13,Excellent,2,1,15,5,Better,14,10,4,10
1241,30,No,Travel_Rarely,1465,Research & Development,1,Bachelor,Medical,Very High,Male,63,High,1,Research Scientist,Medium,Married,3579,9369,0,Yes,21,Outstanding,1,1,12,2,Better,11,9,5,7
1244,27,No,Travel_Rarely,1103,Research & Development,14,Bachelor,Life Sciences,Low,Male,42,High,1,Research Scientist,Low,Married,2235,14377,1,Yes,14,Excellent,4,2,9,3,Good,9,7,6,8
1246,44,No,Travel_Rarely,1117,Research & Development,2,Below College,Life Sciences,Low,Female,72,Very High,1,Research Scientist,Very High,Married,2011,19982,1,No,13,Excellent,4,1,10,5,Better,10,5,7,7
1248,19,Yes,Non-Travel,504,Research & Development,10,Bachelor,Medical,Low,Female,96,Medium,1,Research Scientist,Medium,Single,1859,6148,1,Yes,25,Outstanding,2,0,1,2,Best,1,1,0,0
1249,29,No,Travel_Rarely,1010,Research & Development,1,Bachelor,Life Sciences,Low,Female,97,High,1,Research Scientist,Very High,Divorced,3760,5598,1,No,15,Excellent,1,3,3,5,Better,3,2,1,2
1251,31,No,Travel_Rarely,1332,Research & Development,11,College,Medical,High,Male,80,High,2,Healthcare Representative,Low,Married,6833,17089,1,Yes,12,Excellent,4,0,6,2,Good,6,5,0,1
1252,31,No,Travel_Rarely,1062,Research & Development,24,Bachelor,Medical,High,Female,96,Medium,2,Healthcare Representative,Low,Single,6812,17198,1,No,19,Excellent,2,0,10,2,Better,10,9,1,8
1257,36,No,Travel_Frequently,469,Research & Development,3,Bachelor,Technical Degree,High,Male,46,High,1,Research Scientist,Medium,Married,3692,9256,1,No,12,Excellent,3,0,12,2,Good,11,10,0,7
1258,48,No,Travel_Rarely,969,Research & Development,2,College,Technical Degree,Very High,Male,76,Very High,1,Laboratory Technician,Medium,Single,2559,16620,5,No,11,Excellent,3,0,7,4,Good,1,0,0,0
1259,27,No,Travel_Rarely,1167,Research & Development,4,College,Life Sciences,Low,Male,76,High,1,Research Scientist,High,Divorced,2517,3208,1,No,11,Excellent,2,3,5,2,Better,5,3,0,3
1260,29,No,Travel_Rarely,1329,Research & Development,7,Bachelor,Life Sciences,High,Male,82,High,2,Healthcare Representative,Very High,Divorced,6623,4204,1,Yes,11,Excellent,2,2,6,2,Better,6,0,1,0
1265,34,No,Travel_Rarely,1320,Research & Development,20,Bachelor,Technical Degree,High,Female,89,Very High,1,Research Scientist,High,Married,2585,21643,0,No,17,Excellent,4,0,2,5,Good,1,0,0,0
1269,19,No,Travel_Rarely,265,Research & Development,25,Bachelor,Life Sciences,Medium,Female,57,Very High,1,Research Scientist,Very High,Single,2994,21221,1,Yes,12,Excellent,4,0,1,2,Better,1,0,0,1
1270,23,No,Travel_Rarely,373,Research & Development,1,College,Life Sciences,Very High,Male,47,High,1,Research Scientist,High,Married,1223,16901,1,No,22,Outstanding,4,1,1,2,Better,1,0,0,1
1275,26,No,Travel_Rarely,583,Research & Development,4,College,Life Sciences,High,Male,53,High,1,Research Scientist,Very High,Single,2875,9973,1,Yes,20,Outstanding,2,0,8,2,Good,8,5,2,2
1278,55,No,Non-Travel,177,Research & Development,8,Below College,Medical,Very High,Male,37,Medium,4,Healthcare Representative,Medium,Divorced,13577,25592,1,Yes,15,Excellent,4,1,34,3,Better,33,9,15,0
1279,21,Yes,Travel_Frequently,251,Research & Development,10,College,Life Sciences,Low,Female,45,Medium,1,Laboratory Technician,High,Single,2625,25308,1,No,20,Outstanding,3,0,2,2,Bad,2,2,2,2
1285,34,No,Travel_Frequently,135,Research & Development,19,Bachelor,Medical,High,Female,46,High,2,Laboratory Technician,Medium,Divorced,4444,22534,4,No,13,Excellent,3,2,15,2,Best,11,8,5,10
1286,28,No,Travel_Frequently,791,Research & Development,1,Master,Medical,Very High,Male,44,High,1,Laboratory Technician,High,Single,2154,6842,0,Yes,11,Excellent,3,0,5,2,Good,4,2,0,2
1291,35,No,Travel_Rarely,735,Research & Development,6,Below College,Life Sciences,High,Male,66,High,1,Research Scientist,High,Married,3506,6020,0,Yes,14,Excellent,4,0,4,3,Better,3,2,2,2
1292,42,No,Travel_Rarely,603,Research & Development,7,Master,Medical,Medium,Female,78,Very High,2,Research Scientist,Medium,Married,2372,5628,6,Yes,16,Excellent,4,0,18,2,Better,1,0,0,0
1295,44,Yes,Travel_Rarely,621,Research & Development,15,Bachelor,Medical,Low,Female,73,High,3,Healthcare Representative,Very High,Married,7978,14075,1,No,11,Excellent,4,1,10,2,Better,10,7,0,5
1296,28,No,Travel_Frequently,193,Research & Development,2,Bachelor,Life Sciences,Very High,Male,52,Medium,1,Laboratory Technician,Very High,Married,3867,14222,1,Yes,12,Excellent,2,1,2,2,Better,2,2,2,2
1297,51,No,Travel_Frequently,968,Research & Development,6,College,Medical,Medium,Female,40,Medium,1,Laboratory Technician,High,Single,2838,4257,0,No,14,Excellent,2,0,8,6,Good,7,0,7,7
1299,29,Yes,Travel_Rarely,806,Research & Development,7,Bachelor,Technical Degree,Medium,Female,39,High,1,Laboratory Technician,High,Divorced,3339,17285,3,Yes,13,Excellent,1,2,10,2,Better,7,7,7,7
1301,28,No,Travel_Rarely,640,Research & Development,1,Bachelor,Technical Degree,Very High,Male,84,High,1,Research Scientist,Low,Single,2080,4732,2,No,11,Excellent,2,0,5,2,Good,3,2,1,2
1303,25,No,Travel_Rarely,266,Research & Development,1,Bachelor,Medical,Very High,Female,40,High,1,Research Scientist,Medium,Single,2096,18830,1,No,18,Excellent,4,0,2,3,Good,2,2,2,1
1308,58,No,Travel_Rarely,848,Research & Development,23,Master,Life Sciences,Low,Male,88,High,1,Research Scientist,High,Divorced,2372,26076,1,No,12,Excellent,4,2,2,3,Better,2,2,2,2
1309,32,Yes,Travel_Rarely,1089,Research & Development,7,College,Life Sciences,Very High,Male,79,High,2,Laboratory Technician,High,Married,4883,22845,1,No,18,Excellent,1,1,10,3,Better,10,4,1,1
1310,39,Yes,Travel_Rarely,360,Research & Development,23,Bachelor,Medical,High,Male,93,High,1,Research Scientist,Low,Single,3904,22154,0,No,13,Excellent,1,0,6,2,Better,5,2,0,3
1311,30,No,Travel_Rarely,1138,Research & Development,6,Bachelor,Technical Degree,Low,Female,48,Medium,2,Laboratory Technician,Very High,Married,4627,23631,0,No,12,Excellent,1,1,10,6,Better,9,2,6,7
1312,36,No,Travel_Rarely,325,Research & Development,10,Master,Technical Degree,Very High,Female,63,High,3,Healthcare Representative,High,Married,7094,5747,3,No,12,Excellent,1,0,10,0,Better,7,7,1,7
1315,28,No,Non-Travel,1476,Research & Development,1,Bachelor,Life Sciences,High,Female,55,Low,2,Laboratory Technician,Very High,Married,6674,16392,0,No,11,Excellent,1,3,10,6,Better,9,8,7,5
1333,44,Yes,Travel_Rarely,935,Research & Development,3,Bachelor,Life Sciences,Low,Male,89,High,1,Laboratory Technician,Low,Married,2362,14669,4,No,12,Excellent,3,0,10,4,Best,3,2,1,2
1340,40,No,Non-Travel,458,Research & Development,16,College,Life Sciences,High,Male,74,High,1,Research Scientist,High,Divorced,3544,8532,9,No,16,Excellent,2,1,6,0,Better,4,2,0,0
1344,34,No,Travel_Rarely,943,Research & Development,9,Bachelor,Life Sciences,Very High,Male,86,High,3,Healthcare Representative,Very High,Divorced,8500,5494,0,No,11,Excellent,4,1,10,0,Good,9,7,1,6
1346,40,No,Travel_Rarely,523,Research & Development,2,Bachelor,Life Sciences,High,Male,98,High,2,Research Scientist,Very High,Single,4661,22455,1,No,13,Excellent,3,0,9,4,Better,9,8,8,8
1350,35,No,Travel_Frequently,482,Research & Development,4,Master,Life Sciences,High,Male,87,High,2,Research Scientist,High,Single,4249,2690,1,Yes,11,Excellent,2,0,9,3,Better,9,6,1,1
1358,25,No,Travel_Rarely,882,Research & Development,19,Below College,Medical,Very High,Male,67,High,1,Laboratory Technician,Very High,Married,3669,9075,3,No,11,Excellent,3,3,7,6,Good,3,2,1,2
1361,40,No,Travel_Rarely,329,Research & Development,1,Master,Life Sciences,Medium,Male,88,High,1,Laboratory Technician,Medium,Married,2387,6762,3,No,22,Outstanding,3,1,7,3,Better,4,2,0,3
1368,18,No,Non-Travel,1124,Research & Development,1,Bachelor,Life Sciences,Very High,Female,97,High,1,Laboratory Technician,Very High,Single,1611,19305,1,No,15,Excellent,3,0,0,5,Best,0,0,0,0
1369,35,No,Travel_Rarely,817,Research & Development,1,Bachelor,Medical,Very High,Female,60,Medium,2,Laboratory Technician,Very High,Married,5363,10846,0,No,12,Excellent,2,1,10,0,Better,9,7,0,0
1374,34,No,Non-Travel,999,Research & Development,26,Below College,Technical Degree,Low,Female,92,Medium,1,Research Scientist,High,Divorced,2029,15891,1,No,20,Outstanding,3,3,5,2,Better,5,4,0,0
1375,40,No,Travel_Rarely,1202,Research & Development,2,Below College,Medical,Medium,Female,89,Very High,2,Healthcare Representative,High,Divorced,6377,13888,5,No,20,Outstanding,2,3,15,0,Better,12,11,11,8
1377,34,No,Travel_Rarely,285,Research & Development,29,Bachelor,Medical,Medium,Male,86,High,2,Laboratory Technician,High,Married,5429,17491,4,No,13,Excellent,1,2,10,1,Better,8,7,7,7
1382,38,No,Travel_Frequently,693,Research & Development,7,Bachelor,Life Sciences,Very High,Male,57,Very High,1,Research Scientist,High,Divorced,2610,15748,1,No,11,Excellent,4,3,4,2,Better,4,2,0,3
1383,34,No,Travel_Rarely,404,Research & Development,2,Master,Technical Degree,High,Female,98,High,2,Healthcare Representative,Very High,Single,6687,6163,1,No,11,Excellent,4,0,14,2,Best,14,11,4,11
1392,41,No,Travel_Frequently,1200,Research & Development,22,Bachelor,Life Sciences,Very High,Female,75,High,2,Research Scientist,Very High,Divorced,5467,13953,3,Yes,14,Excellent,1,2,12,4,Good,6,2,3,3
1394,37,No,Travel_Rarely,1439,Research & Development,4,Below College,Life Sciences,High,Male,54,High,1,Research Scientist,High,Married,2996,5182,7,Yes,15,Excellent,4,0,8,2,Better,6,4,1,3
1397,39,No,Non-Travel,1485,Research & Development,25,College,Life Sciences,High,Male,71,High,3,Healthcare Representative,High,Married,10920,3449,3,No,21,Outstanding,2,1,13,2,Better,6,4,0,5
1402,43,No,Travel_Rarely,930,Research & Development,6,Bachelor,Medical,Low,Female,73,Medium,2,Research Scientist,High,Single,4081,20003,1,Yes,14,Excellent,1,0,20,3,Bad,20,7,1,8
1405,27,Yes,Travel_Rarely,135,Research & Development,17,Master,Life Sciences,Very High,Female,51,High,1,Research Scientist,High,Single,2394,25681,1,Yes,13,Excellent,4,0,8,2,Better,8,2,7,7
1407,26,No,Travel_Rarely,683,Research & Development,2,Below College,Medical,Low,Male,36,Medium,1,Research Scientist,Very High,Single,3904,4050,0,No,12,Excellent,4,0,5,2,Better,4,3,1,1
1409,52,No,Travel_Rarely,258,Research & Development,8,Master,Other,High,Female,54,High,1,Laboratory Technician,Low,Married,2950,17363,9,No,13,Excellent,3,0,12,2,Bad,5,4,0,4
1411,37,No,Travel_Rarely,1462,Research & Development,11,Bachelor,Medical,Low,Female,94,High,1,Laboratory Technician,High,Single,3629,19106,4,No,18,Excellent,1,0,8,6,Better,3,2,0,2
1415,25,No,Travel_Rarely,949,Research & Development,1,Bachelor,Technical Degree,Low,Male,81,High,1,Laboratory Technician,Very High,Married,3229,4910,4,No,11,Excellent,2,1,7,2,Good,3,2,0,2
1417,26,No,Travel_Rarely,652,Research & Development,7,Bachelor,Other,High,Male,100,Very High,1,Laboratory Technician,Low,Single,3578,23577,0,No,12,Excellent,4,0,8,2,Better,7,7,0,7
1420,49,Yes,Travel_Frequently,1475,Research & Development,28,College,Life Sciences,Low,Male,97,Medium,2,Laboratory Technician,Low,Single,4284,22710,3,No,20,Outstanding,1,0,20,2,Better,4,3,1,3
1421,29,Yes,Travel_Frequently,337,Research & Development,14,Below College,Other,High,Female,84,High,3,Healthcare Representative,Very High,Single,7553,22930,0,Yes,12,Excellent,1,0,9,1,Better,8,7,7,7
1431,34,No,Travel_Frequently,560,Research & Development,1,Master,Other,Very High,Male,91,High,1,Research Scientist,Low,Divorced,2996,20284,5,No,14,Excellent,3,2,10,2,Better,4,3,1,3
1433,31,Yes,Travel_Rarely,202,Research & Development,8,Bachelor,Life Sciences,Low,Female,34,Medium,1,Research Scientist,Medium,Single,1261,22262,1,No,12,Excellent,3,0,1,3,Best,1,0,0,0
1434,27,No,Travel_Rarely,1377,Research & Development,11,Below College,Life Sciences,Medium,Male,91,High,1,Laboratory Technician,Low,Married,2099,7679,0,No,14,Excellent,2,0,6,3,Best,5,0,1,4
1435,36,No,Travel_Rarely,172,Research & Development,4,Master,Life Sciences,Low,Male,37,Medium,2,Laboratory Technician,Very High,Single,5810,22604,1,No,16,Excellent,3,0,10,2,Good,10,4,1,8
1438,47,No,Travel_Rarely,465,Research & Development,1,Bachelor,Technical Degree,Low,Male,74,High,1,Research Scientist,Very High,Married,3420,10205,7,No,12,Excellent,3,1,17,2,Good,6,5,1,2
1440,37,No,Non-Travel,1413,Research & Development,5,College,Technical Degree,High,Male,84,Very High,1,Laboratory Technician,High,Single,3500,25470,0,No,14,Excellent,1,0,7,2,Bad,6,5,1,3
1441,56,No,Travel_Rarely,1255,Research & Development,1,College,Life Sciences,Low,Female,90,High,1,Research Scientist,Low,Married,2066,10494,2,No,22,Outstanding,4,1,5,3,Best,3,2,1,0
1447,34,No,Travel_Rarely,401,Research & Development,1,Bachelor,Life Sciences,Very High,Female,86,Medium,1,Laboratory Technician,Medium,Married,3294,3708,5,No,17,Excellent,1,1,7,2,Good,5,4,0,2
1448,41,No,Travel_Rarely,1283,Research & Development,5,Doctor,Medical,Medium,Male,90,Very High,1,Research Scientist,High,Married,2127,5561,2,Yes,12,Excellent,1,0,7,5,Good,4,2,0,3
1449,40,No,Non-Travel,663,Research & Development,9,Master,Other,High,Male,81,High,2,Laboratory Technician,High,Divorced,3975,23099,3,No,11,Excellent,3,2,11,2,Best,8,7,0,7
1458,39,Yes,Non-Travel,592,Research & Development,2,Bachelor,Life Sciences,Low,Female,54,Medium,1,Laboratory Technician,Low,Single,3646,17181,2,Yes,23,Outstanding,2,0,11,2,Best,1,0,0,0
1460,45,No,Travel_Rarely,1038,Research & Development,20,Bachelor,Medical,Medium,Male,95,Low,3,Healthcare Representative,Low,Divorced,10851,19863,2,Yes,18,Excellent,2,1,24,2,Better,7,7,0,7
1464,31,Yes,Travel_Frequently,523,Research & Development,2,Bachelor,Life Sciences,Medium,Male,94,High,1,Laboratory Technician,Very High,Married,3722,21081,6,Yes,13,Excellent,3,1,7,2,Bad,2,2,2,2
1471,44,No,Non-Travel,981,Research & Development,5,Bachelor,Life Sciences,High,Male,90,Medium,1,Laboratory Technician,High,Single,3162,7973,3,No,14,Excellent,4,0,7,5,Better,5,2,0,3
1473,49,No,Travel_Rarely,1495,Research & Development,5,Master,Technical Degree,Low,Male,96,High,2,Healthcare Representative,High,Married,6651,21534,2,No,14,Excellent,2,1,20,0,Good,3,2,1,2
1474,40,No,Travel_Rarely,896,Research & Development,2,Bachelor,Medical,High,Male,68,High,1,Research Scientist,High,Divorced,2345,8045,2,No,14,Excellent,3,1,8,3,Best,3,1,1,2
1475,44,No,Travel_Rarely,1467,Research & Development,20,Bachelor,Life Sciences,Very High,Male,49,High,1,Research Scientist,Medium,Single,3420,21158,1,No,13,Excellent,3,0,6,3,Good,5,2,1,3
1480,42,No,Travel_Frequently,748,Research & Development,9,College,Medical,Low,Female,74,High,1,Laboratory Technician,Very High,Single,3673,16458,1,No,13,Excellent,3,0,12,3,Better,12,9,5,8
1482,30,No,Non-Travel,990,Research & Development,7,Bachelor,Technical Degree,High,Male,64,High,1,Research Scientist,High,Divorced,1274,7152,1,No,13,Excellent,2,2,1,2,Good,1,0,0,0
1483,57,No,Travel_Rarely,405,Research & Development,1,College,Life Sciences,Medium,Male,93,Very High,2,Research Scientist,High,Married,4900,2721,0,No,24,Outstanding,1,1,13,2,Good,12,9,2,8
1484,49,No,Travel_Rarely,1490,Research & Development,7,Master,Life Sciences,High,Male,35,High,3,Healthcare Representative,Medium,Divorced,10466,20948,3,No,14,Excellent,2,2,29,3,Better,8,7,0,7
1494,24,Yes,Travel_Frequently,381,Research & Development,9,Bachelor,Medical,Medium,Male,89,High,1,Laboratory Technician,Low,Single,3172,16998,2,Yes,11,Excellent,3,0,4,2,Good,0,0,0,0
1501,55,No,Travel_Rarely,1229,Research & Development,4,Master,Life Sciences,Very High,Male,30,High,2,Healthcare Representative,High,Married,4035,16143,0,Yes,16,Excellent,2,0,4,2,Better,3,2,1,2
1502,33,No,Travel_Rarely,1099,Research & Development,4,Master,Medical,Low,Female,82,Medium,1,Laboratory Technician,Medium,Married,3838,8192,8,No,11,Excellent,4,0,8,5,Better,5,4,0,2
1504,28,Yes,Travel_Frequently,289,Research & Development,2,College,Medical,High,Male,38,Medium,1,Laboratory Technician,Low,Single,2561,5355,7,No,11,Excellent,3,0,8,2,Good,0,0,0,0
1506,28,No,Travel_Rarely,1423,Research & Development,1,Bachelor,Life Sciences,Low,Male,72,Medium,1,Research Scientist,High,Divorced,1563,12530,1,No,14,Excellent,4,1,1,2,Bad,1,0,0,0
1509,49,No,Travel_Rarely,271,Research & Development,3,College,Medical,High,Female,43,Medium,2,Laboratory Technician,Low,Married,4789,23070,4,No,25,Outstanding,1,1,10,3,Better,3,2,1,2
1513,29,No,Travel_Frequently,410,Research & Development,2,Below College,Life Sciences,Very High,Female,97,High,1,Laboratory Technician,Medium,Married,3180,4668,0,No,13,Excellent,3,3,4,3,Better,3,2,0,2
1515,33,No,Travel_Rarely,516,Research & Development,8,Doctor,Life Sciences,Very High,Male,69,High,2,Healthcare Representative,High,Single,6388,22049,2,Yes,17,Excellent,1,0,14,6,Better,0,0,0,0
1522,29,Yes,Travel_Rarely,224,Research & Development,1,Master,Technical Degree,Low,Male,100,Medium,1,Research Scientist,Low,Single,2362,7568,6,No,13,Excellent,3,0,11,2,Bad,9,7,0,7
1529,35,No,Travel_Rarely,1029,Research & Development,16,Bachelor,Life Sciences,Very High,Female,91,Medium,3,Healthcare Representative,Medium,Single,8606,21195,1,No,19,Excellent,4,0,11,3,Bad,11,8,3,3
1533,23,No,Travel_Rarely,507,Research & Development,20,Below College,Life Sciences,Low,Male,97,High,2,Laboratory Technician,High,Single,2272,24812,0,No,14,Excellent,2,0,5,2,Better,4,3,1,2
1534,40,Yes,Travel_Rarely,676,Research & Development,9,Master,Life Sciences,Very High,Male,86,High,1,Laboratory Technician,Low,Single,2018,21831,3,No,14,Excellent,2,0,15,3,Bad,5,4,1,0
1537,31,Yes,Travel_Frequently,561,Research & Development,3,Bachelor,Life Sciences,Very High,Female,33,High,1,Research Scientist,High,Single,4084,4156,1,No,12,Excellent,1,0,7,2,Bad,7,2,7,7
1542,42,No,Travel_Rarely,1210,Research & Development,2,Bachelor,Medical,High,Male,68,Medium,1,Laboratory Technician,Medium,Married,4841,24052,4,No,14,Excellent,2,1,4,3,Better,1,0,0,0
1543,37,No,Travel_Rarely,674,Research & Development,13,Bachelor,Medical,Low,Male,47,High,2,Research Scientist,Very High,Married,4285,3031,1,No,17,Excellent,1,0,10,2,Better,10,8,3,7
1544,29,No,Travel_Rarely,441,Research & Development,8,Below College,Other,High,Female,39,Low,2,Healthcare Representative,Low,Married,9715,7288,3,No,13,Excellent,3,1,9,3,Better,7,7,0,7
1546,45,No,Travel_Rarely,950,Research & Development,28,Bachelor,Technical Degree,Very High,Male,97,High,1,Research Scientist,Very High,Married,2132,4585,4,No,20,Outstanding,4,1,8,3,Better,5,4,0,3
1547,42,No,Travel_Frequently,288,Research & Development,2,Bachelor,Life Sciences,Very High,Male,40,High,3,Healthcare Representative,Very High,Married,10124,18611,2,Yes,14,Excellent,3,1,24,3,Bad,20,8,13,9
1549,33,No,Travel_Rarely,589,Research & Development,28,Master,Life Sciences,Medium,Male,79,High,2,Laboratory Technician,High,Married,5207,22949,1,Yes,12,Excellent,2,1,15,3,Better,15,14,5,7
1551,24,No,Travel_Rarely,350,Research & Development,21,College,Technical Degree,High,Male,57,Medium,1,Laboratory Technician,Low,Divorced,2296,10036,0,No,14,Excellent,2,3,2,3,Better,1,1,0,0
1552,40,No,Non-Travel,1142,Research & Development,8,College,Life Sciences,Very High,Male,72,High,2,Healthcare Representative,Very High,Divorced,4069,8841,3,Yes,18,Excellent,3,0,8,2,Better,2,2,2,2
1553,45,No,Travel_Rarely,538,Research & Development,1,Master,Technical Degree,Low,Male,66,High,3,Healthcare Representative,Medium,Divorced,7441,20933,1,No,12,Excellent,1,3,10,4,Better,10,8,7,7
1555,32,No,Travel_Rarely,824,Research & Development,5,College,Life Sciences,Very High,Female,67,Medium,2,Research Scientist,Medium,Married,5878,15624,3,No,12,Excellent,1,1,12,2,Better,7,1,2,5
1558,29,No,Travel_Rarely,598,Research & Development,9,Bachelor,Life Sciences,High,Male,91,Very High,1,Research Scientist,High,Married,2451,22376,6,No,18,Excellent,1,2,5,2,Good,1,0,0,0
1564,35,No,Travel_Rarely,992,Research & Development,1,Bachelor,Medical,Very High,Male,68,Medium,1,Laboratory Technician,Low,Single,2450,21731,1,No,19,Excellent,2,0,3,3,Better,3,0,1,2
1569,35,Yes,Travel_Rarely,104,Research & Development,2,Bachelor,Life Sciences,Low,Female,69,High,1,Laboratory Technician,Low,Divorced,2074,26619,1,Yes,12,Excellent,4,1,1,2,Better,1,0,0,0
1574,32,No,Non-Travel,1200,Research & Development,1,Master,Technical Degree,Very High,Male,62,High,2,Research Scientist,Low,Married,4087,25174,4,No,14,Excellent,2,1,9,3,Good,6,5,1,2
1576,48,No,Travel_Rarely,1108,Research & Development,15,Master,Other,High,Female,65,High,1,Research Scientist,Low,Married,2367,16530,8,No,12,Excellent,4,1,10,3,Good,8,2,7,6
1577,34,No,Travel_Rarely,479,Research & Development,7,Master,Medical,Low,Male,35,High,1,Research Scientist,Very High,Single,2972,22061,1,No,13,Excellent,3,0,1,4,Bad,1,0,0,0
1580,34,No,Travel_Rarely,1351,Research & Development,1,Master,Life Sciences,Medium,Male,45,High,2,Research Scientist,Very High,Married,5484,13008,9,No,17,Excellent,2,1,9,3,Good,2,2,2,1
1581,26,No,Travel_Rarely,474,Research & Development,3,Bachelor,Life Sciences,Low,Female,89,High,1,Research Scientist,Very High,Married,2061,11133,1,No,21,Outstanding,1,0,1,5,Better,1,0,0,0
1586,29,No,Travel_Rarely,1370,Research & Development,3,Below College,Medical,Medium,Male,87,High,1,Laboratory Technician,Low,Single,4723,16213,1,Yes,18,Excellent,4,0,10,3,Better,10,9,1,5
1587,35,No,Travel_Rarely,670,Research & Development,10,Master,Medical,Low,Female,51,High,2,Healthcare Representative,High,Single,6142,4223,3,Yes,16,Excellent,3,0,10,4,Better,5,2,0,4
1590,29,No,Travel_Frequently,995,Research & Development,2,Below College,Life Sciences,Low,Male,87,High,2,Healthcare Representative,Very High,Divorced,8853,24483,1,No,19,Excellent,4,1,6,0,Best,6,4,1,3
1592,23,No,Travel_Rarely,977,Research & Development,10,Bachelor,Technical Degree,Very High,Male,45,Very High,1,Research Scientist,High,Married,2073,12826,2,No,16,Excellent,4,1,4,2,Better,2,2,2,2
1594,36,No,Travel_Frequently,1302,Research & Development,6,Master,Life Sciences,Low,Male,80,Very High,2,Laboratory Technician,Low,Married,5562,19711,3,Yes,13,Excellent,4,1,9,3,Better,3,2,0,2
1596,35,No,Travel_Rarely,750,Research & Development,28,Bachelor,Life Sciences,Medium,Male,46,Very High,2,Laboratory Technician,High,Married,3407,25348,1,No,17,Excellent,4,2,10,3,Good,10,9,6,8
1597,34,No,Travel_Frequently,653,Research & Development,10,Master,Technical Degree,Very High,Male,92,Medium,2,Healthcare Representative,High,Married,5063,15332,1,No,14,Excellent,2,1,8,3,Good,8,2,7,7
1599,43,No,Travel_Rarely,990,Research & Development,27,Bachelor,Technical Degree,Very High,Male,87,Very High,1,Laboratory Technician,Medium,Divorced,4876,5855,5,No,12,Excellent,3,1,8,0,Better,6,4,0,2
1601,35,No,Travel_Rarely,1349,Research & Development,7,College,Life Sciences,High,Male,63,Medium,1,Laboratory Technician,Very High,Married,2690,7713,1,No,18,Excellent,4,1,1,5,Good,1,0,0,1
1604,28,Yes,Travel_Rarely,329,Research & Development,24,Bachelor,Medical,High,Male,51,High,1,Laboratory Technician,Medium,Married,2408,7324,1,Yes,17,Excellent,3,3,1,3,Better,1,1,0,0
1605,22,No,Non-Travel,457,Research & Development,26,College,Other,Medium,Female,85,Medium,1,Research Scientist,High,Married,2814,10293,1,Yes,14,Excellent,2,0,4,2,Good,4,2,1,3
1606,50,No,Travel_Frequently,1234,Research & Development,20,Doctor,Medical,Medium,Male,41,High,4,Healthcare Representative,High,Married,11245,20689,2,Yes,15,Excellent,3,1,32,3,Better,30,8,12,13
1607,32,No,Travel_Rarely,634,Research & Development,5,Master,Other,Medium,Female,35,Very High,1,Research Scientist,Very High,Married,3312,18783,3,No,17,Excellent,4,2,6,3,Better,3,2,0,2
1609,30,No,Travel_Rarely,241,Research & Development,7,Bachelor,Medical,Medium,Male,48,Medium,1,Research Scientist,Medium,Married,2141,5348,1,No,12,Excellent,2,1,6,3,Good,6,4,1,1
1611,45,No,Travel_Rarely,1015,Research & Development,5,Doctor,Medical,High,Female,50,Low,2,Laboratory Technician,Low,Single,5769,23447,1,Yes,14,Excellent,1,0,10,3,Better,10,7,1,4
1617,49,No,Travel_Rarely,722,Research & Development,25,Master,Life Sciences,High,Female,84,High,1,Laboratory Technician,Low,Married,3211,22102,1,No,14,Excellent,4,1,10,3,Good,9,6,1,4
1619,27,No,Travel_Rarely,1302,Research & Development,19,Bachelor,Other,Very High,Male,67,Medium,1,Laboratory Technician,Low,Divorced,4066,16290,1,No,11,Excellent,1,2,7,3,Better,7,7,0,7
1621,35,No,Travel_Rarely,819,Research & Development,18,Doctor,Life Sciences,Medium,Male,48,Very High,2,Research Scientist,Low,Married,5208,26312,1,No,11,Excellent,4,0,16,2,Better,16,15,1,10
1623,21,No,Travel_Rarely,546,Research & Development,5,Below College,Medical,High,Male,97,High,1,Research Scientist,Very High,Single,3117,26009,1,No,18,Excellent,3,0,3,2,Better,2,2,2,2
1627,39,No,Travel_Rarely,170,Research & Development,3,College,Medical,High,Male,76,Medium,2,Laboratory Technician,High,Divorced,3069,10302,0,No,15,Excellent,4,1,11,3,Better,10,8,0,7
1630,35,No,Non-Travel,208,Research & Development,8,Master,Life Sciences,High,Female,52,High,2,Healthcare Representative,High,Married,4148,12250,1,No,12,Excellent,4,1,15,5,Better,14,11,2,9
1640,37,No,Travel_Rarely,1470,Research & Development,10,Bachelor,Medical,Medium,Female,71,High,1,Research Scientist,Medium,Married,3936,9953,1,No,11,Excellent,1,1,8,2,Bad,8,4,7,7
