EmployeeNumber,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritialStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1927,28,No,Travel_Frequently,783,Sales,1,College,Life Sciences,High,Male,42,Medium,2,Sales Executive,Very High,Married,6834,19255,1,Yes,12,Excellent,3,1,7,2,Better,7,7,0,7
1928,29,Yes,Travel_Frequently,746,Sales,24,Bachelor,Technical Degree,High,Male,45,Very High,1,Sales Representative,Low,Single,1091,10642,1,No,17,Excellent,4,0,1,3,Better,1,0,0,0
1929,39,No,Non-Travel,1251,Sales,21,Master,Life Sciences,Low,Female,32,Low,2,Sales Executive,High,Married,5736,3987,6,No,19,Excellent,3,1,10,1,Better,3,2,1,2
1933,28,Yes,Travel_Rarely,1475,Sales,13,College,Marketing,Very High,Female,84,High,2,Sales Executive,High,Single,9854,23352,3,Yes,11,Excellent,4,0,6,0,Better,2,0,2,2
1935,56,No,Travel_Rarely,1443,Sales,11,Doctor,Marketing,Very High,Female,89,Medium,2,Sales Executive,Low,Married,5380,20328,4,No,16,Excellent,3,1,6,3,Better,0,0,0,0
1943,42,No,Travel_Rarely,419,Sales,12,Master,Marketing,Medium,Male,77,High,2,Sales Executive,Very High,Divorced,5087,2900,3,Yes,12,Excellent,3,2,14,4,Better,0,0,0,0
1944,27,Yes,Travel_Frequently,1337,Human Resources,22,Bachelor,Human Resources,Low,Female,58,Medium,1,Human Resources,Medium,Married,2863,19555,1,No,12,Excellent,1,0,1,2,Better,1,0,0,0
1945,35,No,Travel_Rarely,682,Sales,18,Master,Medical,Medium,Male,71,High,2,Sales Executive,Low,Married,5561,15975,0,No,16,Excellent,4,1,6,2,Bad,5,3,0,4
1950,34,No,Travel_Rarely,937,Sales,1,Bachelor,Marketing,Low,Male,32,High,3,Sales Executive,Very High,Single,9888,6770,1,No,21,Outstanding,1,0,14,3,Good,14,8,2,1
1951,34,No,Travel_Rarely,1239,Sales,13,Master,Medical,Very High,Male,39,High,3,Sales Executive,High,Divorced,8628,22914,1,No,18,Excellent,3,1,9,2,Good,8,7,1,1
1961,38,No,Travel_Rarely,1404,Sales,1,Bachelor,Life Sciences,Low,Male,59,Medium,1,Sales Representative,Low,Single,2858,11473,4,No,14,Excellent,1,0,20,3,Good,1,0,0,0
1962,35,No,Travel_Rarely,1224,Sales,7,Master,Life Sciences,High,Female,55,High,2,Sales Executive,Very High,Married,5204,13586,1,Yes,11,Excellent,4,0,10,2,Better,10,8,0,9
1965,27,No,Travel_Rarely,954,Sales,9,Bachelor,Marketing,Very High,Male,44,High,2,Sales Executive,Very High,Single,4105,5099,1,No,14,Excellent,1,0,7,5,Better,7,7,0,7
1967,31,Yes,Travel_Frequently,754,Sales,26,Master,Marketing,Low,Male,63,High,2,Sales Executive,Very High,Married,5617,21075,1,Yes,11,Excellent,3,0,10,4,Better,10,7,0,8
1968,53,Yes,Travel_Rarely,1168,Sales,24,Master,Life Sciences,Low,Male,66,High,3,Sales Executive,Low,Single,10448,5843,6,Yes,13,Excellent,2,0,15,2,Good,2,2,2,2
1972,38,No,Travel_Frequently,1444,Human Resources,1,Master,Other,Very High,Male,88,High,1,Human Resources,Medium,Married,2991,5224,0,Yes,11,Excellent,2,1,7,2,Better,6,2,1,2
1975,39,No,Travel_Rarely,119,Sales,15,Master,Marketing,Medium,Male,77,High,4,Sales Executive,Low,Single,13341,25098,0,No,12,Excellent,1,0,21,3,Better,20,8,11,10
1986,40,No,Travel_Rarely,444,Sales,2,College,Marketing,Medium,Female,92,High,2,Sales Executive,Medium,Married,5677,4258,3,No,14,Excellent,3,1,15,4,Better,11,8,5,10
1987,25,No,Travel_Rarely,309,Human Resources,2,Bachelor,Human Resources,High,Female,82,High,1,Human Resources,Medium,Married,2187,19655,4,No,14,Excellent,3,0,6,3,Better,2,0,1,2
1995,38,No,Travel_Rarely,1321,Sales,1,Master,Life Sciences,Very High,Male,86,High,2,Sales Executive,Medium,Married,4440,7636,0,No,15,Excellent,1,2,16,3,Better,15,13,5,8
1996,31,No,Travel_Rarely,1154,Sales,2,College,Life Sciences,Low,Male,54,High,1,Sales Representative,High,Married,3067,6393,0,No,19,Excellent,3,1,3,1,Better,2,2,1,2
2013,32,No,Travel_Rarely,234,Sales,1,Master,Medical,Medium,Male,68,Medium,1,Sales Representative,Medium,Married,2269,18024,0,No,14,Excellent,2,1,3,2,Better,2,2,2,2
2016,32,No,Travel_Rarely,801,Sales,1,Master,Marketing,High,Female,48,High,3,Sales Executive,Very High,Married,10422,24032,1,No,19,Excellent,3,2,14,3,Better,14,10,5,7
2018,25,No,Travel_Rarely,1382,Sales,8,College,Other,Low,Female,85,High,2,Sales Executive,High,Divorced,4907,13684,0,Yes,22,Outstanding,2,1,6,3,Good,5,3,0,4
2019,52,No,Non-Travel,585,Sales,29,Master,Life Sciences,Low,Male,40,High,1,Sales Representative,Very High,Divorced,3482,19788,2,No,15,Excellent,2,2,16,3,Good,9,8,0,0
2021,21,No,Travel_Rarely,501,Sales,5,Below College,Medical,High,Male,58,High,1,Sales Representative,Low,Single,2380,25479,1,Yes,11,Excellent,4,0,2,6,Better,2,2,1,2
2023,23,Yes,Travel_Frequently,638,Sales,9,Bachelor,Marketing,Very High,Male,33,High,1,Sales Representative,Low,Married,1790,26956,1,No,19,Excellent,1,1,1,3,Good,1,0,1,0
2024,36,No,Travel_Rarely,557,Sales,3,Bachelor,Medical,Low,Female,94,Medium,3,Sales Executive,Very High,Married,7644,12695,0,No,19,Excellent,3,2,10,2,Better,9,7,3,4
2035,34,No,Travel_Rarely,704,Sales,28,Bachelor,Marketing,Very High,Female,95,Medium,2,Sales Executive,High,Married,6712,8978,1,No,21,Outstanding,4,2,8,2,Better,8,7,1,7
2036,36,No,Non-Travel,301,Sales,15,Master,Marketing,Very High,Male,88,Low,2,Sales Executive,Very High,Divorced,5406,10436,1,No,24,Outstanding,1,1,15,4,Good,15,12,11,11
2037,41,No,Travel_Rarely,930,Sales,3,Bachelor,Life Sciences,High,Male,57,Medium,2,Sales Executive,Medium,Divorced,8938,12227,2,No,11,Excellent,3,1,14,5,Better,5,4,0,4
2040,35,No,Travel_Rarely,1146,Human Resources,26,Master,Life Sciences,High,Female,31,High,3,Human Resources,Very High,Single,8837,16642,1,Yes,16,Excellent,3,0,9,2,Better,9,0,1,7
2041,38,No,Travel_Rarely,345,Sales,10,College,Life Sciences,Low,Female,100,High,2,Sales Executive,Very High,Married,5343,5982,1,No,11,Excellent,3,1,10,1,Better,10,7,1,9
2044,50,Yes,Travel_Frequently,878,Sales,1,Master,Life Sciences,Medium,Male,94,High,2,Sales Executive,High,Divorced,6728,14255,7,No,12,Excellent,4,2,12,3,Better,6,3,0,1
2045,36,No,Travel_Rarely,1120,Sales,11,Master,Marketing,Medium,Female,100,Medium,2,Sales Executive,Very High,Married,6652,14369,4,No,13,Excellent,1,1,8,2,Good,6,3,0,0
2046,45,No,Travel_Rarely,374,Sales,20,Bachelor,Life Sciences,Very High,Female,50,High,2,Sales Executive,High,Single,4850,23333,8,No,15,Excellent,3,0,8,3,Better,5,3,0,1
2055,50,Yes,Travel_Rarely,410,Sales,28,Bachelor,Marketing,Very High,Male,39,Medium,3,Sales Executive,Low,Divorced,10854,16586,4,Yes,13,Excellent,2,1,20,3,Better,3,2,2,0
2056,39,No,Travel_Rarely,722,Sales,24,Below College,Marketing,Medium,Female,60,Medium,4,Sales Executive,Very High,Married,12031,8828,0,No,11,Excellent,1,1,21,2,Good,20,9,9,6
2060,26,No,Travel_Rarely,1167,Sales,5,Bachelor,Other,Very High,Female,30,Medium,1,Sales Representative,High,Single,2966,21378,0,No,18,Excellent,4,0,5,2,Better,4,2,0,0
2065,49,No,Travel_Frequently,1023,Sales,2,Bachelor,Medical,Very High,Male,63,Medium,2,Sales Executive,Medium,Married,5390,13243,2,No,14,Excellent,4,0,17,3,Good,9,6,0,8
